Query id=19335, Doc id=4647397, old score=0.00, new score=0.16, old rank=996, new rank=991
Query id=1129237, Doc id=8215948, old score=0.00, new score=-0.96, old rank=999, new rank=999

Query id=1129237, Doc id=4661477, old score=0.00, new score=-0.96, old rank=1000, new rank=1000

Query id=1133167, Doc id=8411148, old score=0.00, new score=-1.02, old rank=996, new rank=983

Query id=1133167, Doc id=7835488, old score=0.00, new score=-1.02, old rank=997, new rank=997

Query id=1133167, Doc id=4620154, old score=0.00, new score=-1.02, old rank=998, new rank=998

Query id=1133167, Doc id=7831347, old score=0.00, new score=-1.02, old rank=999, new rank=999

Query id=1133167, Doc id=4567537, old score=0.00, new score=-1.02, old rank=1000, new rank=1000

