Query id=19335, Doc id=7941023, old score=0.00, new score=-1.84, old rank=996, new rank=1000
Query id=405717, Doc id=4702562, old score=0.00, new score=0.86, old rank=996, new rank=997

Query id=405717, Doc id=4705351, old score=0.00, new score=0.84, old rank=997, new rank=998

Query id=405717, Doc id=7967167, old score=0.00, new score=0.84, old rank=998, new rank=993

Query id=405717, Doc id=7977835, old score=0.00, new score=0.84, old rank=999, new rank=994

Query id=405717, Doc id=7997020, old score=0.00, new score=0.84, old rank=1000, new rank=999

Query id=443396, Doc id=4696825, old score=0.00, new score=-0.58, old rank=996, new rank=998

Query id=443396, Doc id=4699180, old score=0.00, new score=-0.58, old rank=997, new rank=927

Query id=443396, Doc id=4699186, old score=0.00, new score=-0.71, old rank=998, new rank=976

Query id=443396, Doc id=840438, old score=0.00, new score=-0.71, old rank=999, new rank=998

Query id=443396, Doc id=8413373, old score=0.00, new score=-0.58, old rank=1000, new rank=1000

Query id=451602, Doc id=7954737, old score=0.00, new score=-0.11, old rank=996, new rank=984

Query id=451602, Doc id=8390520, old score=0.00, new score=-0.11, old rank=997, new rank=997

Query id=451602, Doc id=8390526, old score=0.00, new score=-0.11, old rank=998, new rank=984

Query id=451602, Doc id=7966441, old score=0.00, new score=-0.11, old rank=999, new rank=991

Query id=451602, Doc id=7975985, old score=0.00, new score=-0.11, old rank=1000, new rank=997

Query id=489204, Doc id=838220, old score=0.00, new score=-0.80, old rank=996, new rank=999

Query id=489204, Doc id=8395204, old score=0.00, new score=-0.80, old rank=997, new rank=994

Query id=489204, Doc id=8398353, old score=0.00, new score=-0.80, old rank=998, new rank=993

Query id=489204, Doc id=4721138, old score=0.00, new score=-0.80, old rank=999, new rank=997

Query id=489204, Doc id=8420374, old score=0.00, new score=-0.80, old rank=1000, new rank=955

Query id=490595, Doc id=7916130, old score=0.00, new score=0.36, old rank=996, new rank=996

Query id=490595, Doc id=7916213, old score=0.00, new score=0.36, old rank=997, new rank=993

Query id=490595, Doc id=4661104, old score=0.00, new score=0.36, old rank=998, new rank=993

Query id=490595, Doc id=7946126, old score=0.00, new score=0.36, old rank=999, new rank=997

Query id=490595, Doc id=7982709, old score=0.00, new score=0.36, old rank=1000, new rank=995

Query id=527433, Doc id=7887794, old score=0.00, new score=0.76, old rank=996, new rank=965

Query id=527433, Doc id=834716, old score=0.00, new score=0.76, old rank=997, new rank=993

Query id=527433, Doc id=7922051, old score=0.00, new score=0.76, old rank=998, new rank=998

Query id=527433, Doc id=8371761, old score=0.00, new score=0.76, old rank=999, new rank=999

Query id=527433, Doc id=8374169, old score=0.00, new score=0.76, old rank=1000, new rank=1000

Query id=573724, Doc id=8328183, old score=0.00, new score=0.91, old rank=996, new rank=991

Query id=573724, Doc id=4669279, old score=0.00, new score=0.80, old rank=997, new rank=999

Query id=573724, Doc id=8382944, old score=0.00, new score=0.91, old rank=998, new rank=977

Query id=573724, Doc id=4703208, old score=0.00, new score=0.80, old rank=999, new rank=999

Query id=573724, Doc id=798362, old score=0.00, new score=0.80, old rank=1000, new rank=1000

Query id=833860, Doc id=8354522, old score=0.00, new score=-1.00, old rank=996, new rank=996

Query id=833860, Doc id=7956843, old score=0.00, new score=-1.04, old rank=997, new rank=993

Query id=833860, Doc id=838793, old score=0.00, new score=-1.12, old rank=998, new rank=962

Query id=833860, Doc id=79793, old score=0.00, new score=-1.00, old rank=999, new rank=998

Query id=833860, Doc id=842064, old score=0.00, new score=-1.00, old rank=1000, new rank=999

Query id=915593, Doc id=4691129, old score=0.00, new score=-1.02, old rank=996, new rank=962

Query id=915593, Doc id=8386234, old score=0.00, new score=-1.02, old rank=997, new rank=993

Query id=915593, Doc id=8402973, old score=0.00, new score=-1.02, old rank=998, new rank=972

Query id=915593, Doc id=7977759, old score=0.00, new score=-1.02, old rank=999, new rank=997

Query id=915593, Doc id=7995254, old score=0.00, new score=-1.02, old rank=1000, new rank=1000

Query id=962179, Doc id=4664438, old score=0.00, new score=-0.63, old rank=996, new rank=993

Query id=962179, Doc id=835891, old score=0.00, new score=-0.69, old rank=997, new rank=993

Query id=962179, Doc id=8361913, old score=0.00, new score=-0.63, old rank=998, new rank=993

Query id=962179, Doc id=7957547, old score=0.00, new score=-0.69, old rank=999, new rank=997

Query id=962179, Doc id=7977614, old score=0.00, new score=-0.63, old rank=1000, new rank=999

Query id=1037798, Doc id=8408477, old score=0.00, new score=-0.52, old rank=996, new rank=982

Query id=1037798, Doc id=8415028, old score=0.00, new score=-0.52, old rank=997, new rank=987

Query id=1037798, Doc id=8415029, old score=0.00, new score=-0.52, old rank=998, new rank=991

Query id=1037798, Doc id=8417086, old score=0.00, new score=-0.52, old rank=999, new rank=986

Query id=1037798, Doc id=7990157, old score=0.00, new score=-0.52, old rank=1000, new rank=990

Query id=1063750, Doc id=4624283, old score=0.00, new score=-0.33, old rank=996, new rank=990

Query id=1063750, Doc id=8323687, old score=0.00, new score=-0.33, old rank=997, new rank=993

Query id=1063750, Doc id=7935845, old score=0.00, new score=-0.33, old rank=998, new rank=990

Query id=1063750, Doc id=8365599, old score=0.00, new score=-0.33, old rank=999, new rank=1000

Query id=1063750, Doc id=7979269, old score=0.00, new score=0.02, old rank=1000, new rank=960

Query id=1103812, Doc id=4694457, old score=0.00, new score=-0.35, old rank=996, new rank=996

Query id=1103812, Doc id=4726837, old score=0.00, new score=-0.52, old rank=997, new rank=951

Query id=1103812, Doc id=4726840, old score=0.00, new score=-0.52, old rank=998, new rank=996

Query id=1103812, Doc id=4726843, old score=0.00, new score=-0.52, old rank=999, new rank=994

Query id=1103812, Doc id=8419980, old score=0.00, new score=-0.52, old rank=1000, new rank=997

Query id=1106007, Doc id=8304077, old score=0.00, new score=0.52, old rank=996, new rank=995

Query id=1106007, Doc id=8348777, old score=0.00, new score=0.52, old rank=997, new rank=996

Query id=1106007, Doc id=4672712, old score=0.00, new score=0.52, old rank=998, new rank=997

Query id=1106007, Doc id=8398353, old score=0.00, new score=0.52, old rank=999, new rank=973

Query id=1106007, Doc id=7984053, old score=0.00, new score=0.52, old rank=1000, new rank=1000

Query id=1110199, Doc id=8335875, old score=0.00, new score=0.40, old rank=996, new rank=995

Query id=1110199, Doc id=8335880, old score=0.00, new score=0.40, old rank=997, new rank=997

Query id=1110199, Doc id=4655421, old score=0.00, new score=0.40, old rank=998, new rank=998

Query id=1110199, Doc id=4655422, old score=0.00, new score=0.40, old rank=999, new rank=999

Query id=1110199, Doc id=7960023, old score=0.00, new score=0.40, old rank=1000, new rank=1000

Query id=1112341, Doc id=7916980, old score=0.00, new score=-1.02, old rank=996, new rank=995

Query id=1112341, Doc id=8372728, old score=0.00, new score=-0.91, old rank=997, new rank=1000

Query id=1112341, Doc id=7947298, old score=0.00, new score=-1.02, old rank=998, new rank=983

Query id=1112341, Doc id=4715547, old score=0.00, new score=-1.02, old rank=999, new rank=998

Query id=1112341, Doc id=798507, old score=0.00, new score=-0.91, old rank=1000, new rank=995

Query id=1113437, Doc id=4693968, old score=0.00, new score=0.28, old rank=996, new rank=1000

Query id=1113437, Doc id=8386762, old score=0.00, new score=0.28, old rank=997, new rank=999

Query id=1113437, Doc id=8393639, old score=0.00, new score=0.28, old rank=998, new rank=994

Query id=1113437, Doc id=7974450, old score=0.00, new score=0.28, old rank=999, new rank=965

Query id=1113437, Doc id=7974452, old score=0.00, new score=0.28, old rank=1000, new rank=985

Query id=1114646, Doc id=7907450, old score=0.00, new score=-1.01, old rank=996, new rank=989

Query id=1114646, Doc id=7931529, old score=0.00, new score=-1.01, old rank=997, new rank=983

Query id=1114646, Doc id=468342, old score=0.00, new score=-1.01, old rank=998, new rank=991

Query id=1114646, Doc id=7970027, old score=0.00, new score=-1.01, old rank=999, new rank=995

Query id=1114646, Doc id=8406497, old score=0.00, new score=-1.01, old rank=1000, new rank=998

Query id=1114819, Doc id=8336225, old score=0.00, new score=0.10, old rank=996, new rank=991

Query id=1114819, Doc id=8336227, old score=0.00, new score=-0.01, old rank=997, new rank=995

Query id=1114819, Doc id=8336230, old score=0.00, new score=0.10, old rank=998, new rank=973

Query id=1114819, Doc id=8336232, old score=0.00, new score=0.10, old rank=999, new rank=971

Query id=1114819, Doc id=468342, old score=0.00, new score=0.10, old rank=1000, new rank=997

Query id=1115776, Doc id=797183, old score=0.00, new score=-0.74, old rank=996, new rank=993

Query id=1115776, Doc id=4719021, old score=0.00, new score=-0.74, old rank=997, new rank=998

Query id=1115776, Doc id=4719024, old score=0.00, new score=-0.74, old rank=998, new rank=998

Query id=1115776, Doc id=7989916, old score=0.00, new score=-0.74, old rank=999, new rank=995

Query id=1115776, Doc id=7997171, old score=0.00, new score=-0.74, old rank=1000, new rank=1000

Query id=1117099, Doc id=7960257, old score=0.00, new score=-0.96, old rank=996, new rank=1000

Query id=1117099, Doc id=7960261, old score=0.00, new score=-0.96, old rank=997, new rank=992

Query id=1117099, Doc id=4718425, old score=0.00, new score=-0.88, old rank=998, new rank=989

Query id=1117099, Doc id=8418544, old score=0.00, new score=-0.96, old rank=999, new rank=993

Query id=1117099, Doc id=7990957, old score=0.00, new score=-0.96, old rank=1000, new rank=998

Query id=1121402, Doc id=7898693, old score=0.00, new score=-0.97, old rank=996, new rank=931

Query id=1121402, Doc id=7898694, old score=0.00, new score=-0.17, old rank=997, new rank=953

Query id=1121402, Doc id=465102, old score=0.00, new score=-0.23, old rank=998, new rank=995

Query id=1121402, Doc id=8349460, old score=0.00, new score=-0.17, old rank=999, new rank=999

Query id=1121402, Doc id=4727105, old score=0.00, new score=-0.17, old rank=1000, new rank=1000

Query id=1124210, Doc id=7942807, old score=0.00, new score=-0.20, old rank=996, new rank=841

Query id=1124210, Doc id=7973790, old score=0.00, new score=-0.20, old rank=997, new rank=997

Query id=1124210, Doc id=8416219, old score=0.00, new score=-0.20, old rank=998, new rank=996

Query id=1124210, Doc id=7989457, old score=0.00, new score=-0.20, old rank=999, new rank=996

Query id=1124210, Doc id=7996152, old score=0.00, new score=0.08, old rank=1000, new rank=991

Query id=1129237, Doc id=7901543, old score=0.00, new score=-0.86, old rank=996, new rank=997

Query id=1129237, Doc id=4648165, old score=0.00, new score=-0.86, old rank=997, new rank=997

Query id=1129237, Doc id=4661477, old score=0.00, new score=-0.86, old rank=998, new rank=997

Query id=1129237, Doc id=4677433, old score=0.00, new score=-0.86, old rank=999, new rank=996

Query id=1129237, Doc id=8378636, old score=0.00, new score=-0.86, old rank=1000, new rank=995

Query id=1133167, Doc id=8405628, old score=0.00, new score=-0.46, old rank=996, new rank=981

Query id=1133167, Doc id=8411146, old score=0.00, new score=-0.50, old rank=997, new rank=997

Query id=1133167, Doc id=8411148, old score=0.00, new score=-0.46, old rank=998, new rank=999

Query id=1133167, Doc id=8415742, old score=0.00, new score=-0.46, old rank=999, new rank=953

Query id=1133167, Doc id=8415745, old score=0.00, new score=-0.46, old rank=1000, new rank=992

